LV6	1	0
LV6	2	1
LV6	3	1
LV6	4	1
LV6	5	1
LV6	6	1
LV6	7	1
LV6	8	1
LV6	9	1
LV6	10	1
LV6	11	1
LV6	12	1
LV6	13	1
LV6	14	1
LV6	15	1
LV6	16	1
LV6	17	1
LV6	18	1
LV6	19	1
LV6	20	1
LV6	21	1
LV6	22	1
LV6	23	1
LV6	24	1
LV6	25	2
LV6	26	2
LV6	27	2
LV6	28	2
LV6	29	2
LV6	30	2
LV6	31	2
LV6	32	1
LV6	33	2
LV6	34	3
LV6	35	3
LV6	36	3
LV6	37	3
LV6	38	3
LV6	39	3
LV6	40	3
LV6	41	3
LV6	42	3
LV6	43	3
LV6	44	3
LV6	45	3
LV6	46	3
LV6	47	3
LV6	48	3
LV6	49	3
LV6	50	3
LV6	51	3
LV6	52	3
LV6	53	3
LV6	54	2
LV6	55	3
LV6	56	3
LV6	57	3
LV6	58	3
LV6	59	3
LV6	60	3
LV6	61	1
LV6	62	3
LV6	63	3
LV6	64	3
LV6	65	3
LV6	66	2
LV6	67	4
LV6	68	4
LV6	69	4
LV6	70	3
LV6	71	3
LV6	72	4
LV6	73	4
LV6	74	2
LV6	75	4
LV6	76	4
LV6	77	3
LV6	78	4
LV6	79	4
LV6	80	4
LV6	81	4
LV6	82	4
LV6	83	4
LV6	84	4
LV6	85	4
LV6	86	4
LV6	87	4
LV6	88	4
LV6	89	4
LV6	90	4
LV6	91	4
LV6	92	4
LV6	93	4
LV6	94	4
LV6	95	4
LV6	96	3
LV6	97	4
LV6	98	4
LV6	99	4
LV6	100	4
LV6	101	4
LV6	102	4
LV6	103	4
LV6	104	4
LV6	105	4
LV6	106	4
LV6	107	4
LV6	108	4
LV6	109	4
LV6	110	3
LV6	111	4
LV6	112	5
LV6	113	5
LV6	114	5
LV6	115	4
LV6	116	4
LV6	117	4
LV6	118	4
LV6	119	4
LV6	120	4
LV6	121	5
LV6	122	5
LV6	123	5
LV6	124	5
LV6	125	5
LV6	126	5
LV6	127	5
LV6	128	5
LV6	129	5
LV6	130	5
LV6	131	5
LV6	132	5
LV6	133	5
LV6	134	5
LV6	135	5
LV6	136	4
LV6	137	4
LV6	138	3
LV6	139	5
LV6	140	5
LV6	141	5
LV6	142	5
LV6	143	5
LV6	144	5
LV6	145	5
LV6	146	5
LV6	147	5
LV6	148	5
LV6	149	5
LV6	150	5
LV6	151	5
LV6	152	5
LV6	153	5
LV6	154	5
LV6	155	5
LV6	156	5
LV6	157	5
LV6	158	5
LV6	159	5
LV6	160	5
LV6	161	5
LV6	162	5
LV6	163	5
LV6	164	5
LV6	165	5
LV6	166	5
LV6	167	5
LV6	168	5
LV6	169	5
LV6	170	5
LV6	171	5
LV6	172	5
LV6	173	5
LV6	174	5
LV6	175	5
LV6	176	5
LV6	177	5
LV6	178	5
LV6	179	5
LV6	180	5
LV6	181	5
LV6	182	5
LV6	183	5
LV6	184	5
LV6	185	5
LV6	186	5
LV6	187	5
LV6	188	5
LV6	189	5
LV6	190	5
LV6	191	5
LV6	192	5
LV6	193	5
LV6	194	4
LV6	195	5
LV6	196	3
LV6	197	3
LV6	198	5
LV6	199	5
LV6	200	5
LV6	201	5
LV6	202	5
LV6	203	5
LV6	204	5
LV6	205	5
LV6	206	5
LV6	207	5
LV6	208	5
LV6	209	5
LV6	210	5
LV6	211	5
LV6	212	5
LV6	213	5
LV6	214	5
LV6	215	5
LV6	216	5
LV6	217	5
LV6	218	5
LV6	219	5
LV6	220	5
LV6	221	5
LV6	222	1
LV6	223	5
LV6	224	5
LV6	225	5
LV6	226	5
LV6	227	5
LV6	228	5
LV6	229	4
LV6	230	4
LV6	231	5
LV6	232	5
LV6	233	5
LV6	234	4
LV6	235	4
LV6	236	4
LV6	237	5
LV6	238	5
LV6	239	5
LV6	240	4
LV6	241	3
LV6	242	5
LV6	243	5
LV6	244	5
LV6	245	5
LV6	246	5
LV6	247	5
LV6	248	5
LV6	249	5
LV6	250	5
LV6	251	5
LV6	252	5
LV6	253	5
LV6	254	5
LV6	255	5
LV6	256	5
LV6	257	5
LV6	258	5
LV6	259	5
LV6	260	4
LV6	261	4
LV6	262	5
LV6	263	5
LV6	264	4
LV6	265	5
LV6	266	5
LV6	267	5
LV6	268	5
LV6	269	5
LV6	270	5
LV6	271	5
LV6	272	5
LV6	273	5
LV6	274	5
LV6	275	5
LV6	276	5
LV6	277	5
LV6	278	4
LV6	279	5
LV6	280	4
LV6	281	4
LV6	282	5
LV6	283	5
LV6	284	5
LV6	285	5
LV6	286	5
LV6	287	5
LV6	288	5
LV6	289	5
LV6	290	5
LV6	291	5
LV6	292	5
LV6	293	5
LV6	294	5
LV6	295	5
LV6	296	5
LV6	297	5
LV6	298	5
LV6	299	5
LV6	300	5
LV6	301	5
LV6	302	5
LV6	303	5
LV6	304	5
LV6	305	5
LV6	306	3
LV6	307	5
LV6	308	5
LV6	309	5
LV6	310	5
LV6	311	5
LV6	312	5
LV6	313	5
LV6	314	5
LV6	315	5
LV6	316	5
LV6	317	5
LV6	318	5
LV6	319	4
LV6	320	5
LV6	321	5
LV6	322	5
LV6	323	5
LV6	324	5
LV6	325	5
